"Utilization Type",State,NDC,"Labeler Code","Product Code","Package Size",Year,Quarter,"Suppression Used","Product Name","Units Reimbursed","Number of Prescriptions","Total Amount Reimbursed","Medicaid Amount Reimbursed","Non-medicaid Amount Reimbursed"
FFSU,AK,00182917501,00182,9175,01,1991,4,false,"OXYCODONE ",376.000,20.000000000,315.65,0.00,0.00
FFSU,AK,00364239501,00364,2395,01,1991,4,false,Oxycodone/,601.000,25.000000000,353.78,0.00,0.00
FFSU,AK,00555027802,00555,0278,02,1991,4,false,OXYCODONE/,9525.000,451.000000000,3072.97,0.00,0.00
FFSU,AK,00555027804,00555,0278,04,1991,4,false,OXYCODONE/,1452.000,68.000000000,659.16,0.00,0.00
FFSU,AK,00555029302,00555,0293,02,1991,4,false,OXYCODONE/,2992.000,150.000000000,1031.87,0.00,0.00
FFSU,AK,00182917501,00182,9175,01,1991,3,false,"OXYCODONE ",594.000,23.000000000,344.34,0.00,0.00
FFSU,AK,00555027802,00555,0278,02,1991,3,false,OXYCODONE/,6985.000,348.000000000,2486.08,0.00,0.00
FFSU,AK,00555027804,00555,0278,04,1991,3,false,OXYCODONE/,1787.000,73.000000000,708.72,0.00,0.00
FFSU,AK,00555029302,00555,0293,02,1991,3,false,OXYCODONE/,3062.000,151.000000000,1050.09,0.00,0.00
FFSU,AK,00182917501,00182,9175,01,1991,2,false,"OXYCODONE ",157.000,11.000000000,147.96,0.00,0.00
FFSU,AK,00555027802,00555,0278,02,1991,2,false,OXYCODONE/,6649.000,332.000000000,2299.04,0.00,0.00
FFSU,AK,00555027804,00555,0278,04,1991,2,false,OXYCODONE/,679.000,19.000000000,228.17,0.00,0.00
FFSU,AK,00555029302,00555,0293,02,1991,2,false,OXYCODONE/,2804.000,156.000000000,1037.44,0.00,0.00
FFSU,AK,00555027802,00555,0278,02,1991,1,false,OXYCODONE/,5525.000,262.000000000,1830.46,0.00,0.00
FFSU,AK,00555029302,00555,0293,02,1991,1,false,OXYCODONE/,2203.000,122.000000000,768.31,0.00,0.00
FFSU,AL,00182917501,00182,9175,01,1991,4,false,"OXYCODONE ",31025.000,938.000000000,15582.77,0.00,0.00
FFSU,AL,00364060501,00364,0605,01,1991,4,false,OXYCODONE/,950.000,23.000000000,187.46,0.00,0.00
FFSU,AL,00364239501,00364,2395,01,1991,4,false,OXYCODONE/,949.000,24.000000000,406.49,0.00,0.00
FFSU,AL,00555027802,00555,0278,02,1991,4,false,OXYCODONE/,15278.000,440.000000000,3344.41,0.00,0.00
FFSU,AL,00555027804,00555,0278,04,1991,4,false,OXYCODONE/,3426.000,94.000000000,732.59,0.00,0.00
FFSU,AL,00555029302,00555,0293,02,1991,4,false,OXYCODONE/,7741.000,189.000000000,1568.00,0.00,0.00
FFSU,AL,00555029304,00555,0293,04,1991,4,false,OXYCODONE/,1341.000,25.000000000,241.80,0.00,0.00
FFSU,AL,00904197360,00904,1973,60,1991,4,false,"OXYCODONE ",958.000,30.000000000,456.27,0.00,0.00
FFSU,AL,52446032821,52446,0328,21,1991,4,false,OXYCODONE/,2756.000,66.000000000,545.93,0.00,0.00
FFSU,AL,52446032921,52446,0329,21,1991,4,false,OXYCODONE/,1261.000,28.000000000,242.98,0.00,0.00
FFSU,AL,52446033821,52446,0338,21,1991,4,false,OXYCODONE/,3099.000,82.000000000,1324.61,0.00,0.00
FFSU,AL,00182917501,00182,9175,01,1991,3,false,"OXYCODONE ",31091.000,871.000000000,14204.04,0.00,0.00
FFSU,AL,00364060501,00364,0605,01,1991,3,false,OXYCODONE/,587.000,12.000000000,99.22,0.00,0.00
FFSU,AL,00364239501,00364,2395,01,1991,3,false,OXYCODONE/,1126.000,25.000000000,444.05,0.00,0.00
FFSU,AL,00555027802,00555,0278,02,1991,3,false,OXYCODONE/,12760.000,336.000000000,2322.48,0.00,0.00
FFSU,AL,00555027804,00555,0278,04,1991,3,false,OXYCODONE/,3314.000,91.000000000,637.47,0.00,0.00
FFSU,AL,00555029302,00555,0293,02,1991,3,false,OXYCODONE/,6763.000,170.000000000,1226.43,0.00,0.00
FFSU,AL,00555029304,00555,0293,04,1991,3,false,OXYCODONE/,886.000,22.000000000,159.51,0.00,0.00
FFSU,AL,00904197360,00904,1973,60,1991,3,false,"OXYCODONE ",327.000,15.000000000,143.84,0.00,0.00
FFSU,AL,52446032821,52446,0328,21,1991,3,false,OXYCODONE/,3928.000,69.000000000,606.99,0.00,0.00
FFSU,AL,52446032921,52446,0329,21,1991,3,false,OXYCODONE/,1016.000,32.000000000,209.17,0.00,0.00
FFSU,AL,52446033821,52446,0338,21,1991,3,false,OXYCODONE/,2239.000,58.000000000,924.16,0.00,0.00
FFSU,AL,00182917501,00182,9175,01,1991,2,false,"OXYCODONE ",35241.000,992.000000000,15714.71,0.00,0.00
FFSU,AL,00364060501,00364,0605,01,1991,2,false,OXYCODONE/,729.000,15.000000000,113.04,0.00,0.00
FFSU,AL,00364239501,00364,2395,01,1991,2,false,OXYCODONE/,457.000,11.000000000,182.97,0.00,0.00
FFSU,AL,00555027802,00555,0278,02,1991,2,false,OXYCODONE/,11388.000,269.000000000,1978.24,0.00,0.00
FFSU,AL,00555027804,00555,0278,04,1991,2,false,OXYCODONE/,2160.000,60.000000000,418.23,0.00,0.00
FFSU,AL,00555029302,00555,0293,02,1991,2,false,OXYCODONE/,4894.000,117.000000000,858.98,0.00,0.00
FFSU,AL,00555029304,00555,0293,04,1991,2,false,OXYCODONE/,704.000,23.000000000,144.27,0.00,0.00
FFSU,AL,52446032821,52446,0328,21,1991,2,false,OXYCODONE/,3237.000,67.000000000,506.63,0.00,0.00
FFSU,AL,52446032921,52446,0329,21,1991,2,false,OXYCODONE/,1011.000,26.000000000,182.50,0.00,0.00
FFSU,AL,00182917501,00182,9175,01,1991,1,false,"OXYCODONE ",23111.000,627.000000000,10103.43,0.00,0.00
FFSU,AL,00555027802,00555,0278,02,1991,1,false,OXYCODONE/,1253.000,38.000000000,245.57,0.00,0.00
FFSU,AL,00555027804,00555,0278,04,1991,1,false,OXYCODONE/,719.000,24.000000000,150.88,0.00,0.00
FFSU,AR,00182917501,00182,9175,01,1991,4,false,"OXYCODONE ",810.000,22.000000000,412.14,0.00,0.00
FFSU,AR,00555027802,00555,0278,02,1991,4,false,OXYCODONE/,3553.000,76.000000000,777.63,0.00,0.00
FFSU,AR,00555027804,00555,0278,04,1991,4,false,OXYCODONE/,2082.000,62.000000000,513.41,0.00,0.00
FFSU,AR,00555029302,00555,0293,02,1991,4,false,OXYCODONE/,503.000,16.000000000,133.99,0.00,0.00
