"Utilization Type",State,NDC,"Labeler Code","Product Code","Package Size",Year,Quarter,"Suppression Used","Product Name","Units Reimbursed","Number of Prescriptions","Total Amount Reimbursed","Medicaid Amount Reimbursed","Non-medicaid Amount Reimbursed"
FFSU,AK,00406051201,00406,0512,01,2002,4,false,"OXYCODONE ",8942.000,219.000000000,2088.16,0.00,0.00
FFSU,AK,00406051205,00406,0512,05,2002,4,false,"OXYCODONE ",11884.000,290.000000000,2998.70,0.00,0.00
FFSU,AK,00406053201,00406,0532,01,2002,4,false,"OXYCODONE ",4368.000,144.000000000,1751.89,0.00,0.00
FFSU,AK,00406053205,00406,0532,05,2002,4,false,"OXYCODONE ",2471.000,70.000000000,708.79,0.00,0.00
FFSU,AK,00406055401,00406,0554,01,2002,4,false,"OXYCODONE ",4208.000,44.000000000,1320.45,0.00,0.00
FFSU,AK,00555027804,00555,0278,04,2002,4,false,OXYCODONE/,1363.000,26.000000000,401.01,0.00,0.00
FFSU,AK,00555065802,00555,0658,02,2002,4,false,OXYCODONE/,1074.000,27.000000000,397.14,0.00,0.00
FFSU,AK,00591073701,00591,0737,01,2002,4,false,OXYCODONE/,1084.000,24.000000000,364.38,0.00,0.00
FFSU,AK,00603499721,00603,4997,21,2002,4,false,OXYCODONE/,984.000,32.000000000,384.84,0.00,0.00
FFSU,AK,52152016502,52152,0165,02,2002,4,false,"OXYCODONE ",3466.000,44.000000000,1338.82,0.00,0.00
FFSU,AK,58177004104,58177,0041,04,2002,4,false,"OXYCODONE ",9853.000,113.000000000,3312.69,0.00,0.00
FFSU,AK,58177031504,58177,0315,04,2002,4,false,"OXYCODONE ",2547.000,29.000000000,1033.88,0.00,0.00
FFSU,AK,00406051201,00406,0512,01,2002,3,false,"OXYCODONE ",7025.000,203.000000000,1943.97,0.00,0.00
FFSU,AK,00406051205,00406,0512,05,2002,3,false,"OXYCODONE ",7556.000,210.000000000,2076.98,0.00,0.00
FFSU,AK,00406053201,00406,0532,01,2002,3,false,"OXYCODONE ",3254.000,111.000000000,1347.96,0.00,0.00
FFSU,AK,00406053205,00406,0532,05,2002,3,false,"OXYCODONE ",2137.000,64.000000000,609.54,0.00,0.00
FFSU,AK,00555065802,00555,0658,02,2002,3,false,OXYCODONE/,873.000,31.000000000,369.26,0.00,0.00
FFSU,AK,00591074901,00591,0749,01,2002,3,false,OXYCODONE/,1529.000,40.000000000,376.03,0.00,0.00
FFSU,AK,00603499721,00603,4997,21,2002,3,false,OXYCODONE/,639.000,24.000000000,253.10,0.00,0.00
FFSU,AK,52152016502,52152,0165,02,2002,3,false,"OXYCODONE ",3444.000,35.000000000,1262.53,0.00,0.00
FFSU,AK,52544073705,52544,0737,05,2002,3,false,"OXYCODONE ",721.000,17.000000000,250.55,0.00,0.00
FFSU,AK,58177004104,58177,0041,04,2002,3,false,"OXYCODONE ",13723.000,197.000000000,4608.86,0.00,0.00
FFSU,AK,58177031504,58177,0315,04,2002,3,false,"OXYCODONE ",2015.000,25.000000000,795.39,0.00,0.00
FFSU,AK,00406051201,00406,0512,01,2002,2,false,"OXYCODONE ",6464.000,183.000000000,1807.35,0.00,0.00
FFSU,AK,00406051205,00406,0512,05,2002,2,false,"OXYCODONE ",7981.000,225.000000000,2108.10,0.00,0.00
FFSU,AK,00406053201,00406,0532,01,2002,2,false,"OXYCODONE ",3133.000,116.000000000,1355.90,0.00,0.00
FFSU,AK,00406053205,00406,0532,05,2002,2,false,"OXYCODONE ",2114.000,58.000000000,557.21,0.00,0.00
FFSU,AK,00406055401,00406,0554,01,2002,2,false,"OXYCODONE ",3448.000,22.000000000,746.19,0.00,0.00
FFSU,AK,00555027804,00555,0278,04,2002,2,false,OXYCODONE/,965.000,24.000000000,270.84,0.00,0.00
FFSU,AK,00591074901,00591,0749,01,2002,2,false,OXYCODONE/,3367.000,84.000000000,818.61,0.00,0.00
FFSU,AK,00603499721,00603,4997,21,2002,2,false,OXYCODONE/,805.000,28.000000000,320.92,0.00,0.00
FFSU,AK,51285065802,51285,0658,02,2002,2,false,OXYCODONE/,981.000,32.000000000,409.45,0.00,0.00
FFSU,AK,52152016502,52152,0165,02,2002,2,false,"OXYCODONE ",2839.000,23.000000000,1023.47,0.00,0.00
FFSU,AK,52544073705,52544,0737,05,2002,2,false,"OXYCODONE ",1421.000,39.000000000,545.73,0.00,0.00
FFSU,AK,52544074901,52544,0749,01,2002,2,false,OXYCODONE/,2410.000,73.000000000,662.31,0.00,0.00
FFSU,AK,52544074905,52544,0749,05,2002,2,false,OXYCODONE/,1952.000,41.000000000,402.38,0.00,0.00
FFSU,AK,58177004104,58177,0041,04,2002,2,false,"OXYCODONE ",30034.000,282.000000000,9768.16,0.00,0.00
FFSU,AK,58177031504,58177,0315,04,2002,2,false,"OXYCODONE ",4002.000,53.000000000,1602.64,0.00,0.00
FFSU,AK,00406051201,00406,0512,01,2002,1,false,"OXYCODONE ",3536.000,102.000000000,953.25,0.00,0.00
FFSU,AK,00406051205,00406,0512,05,2002,1,false,"OXYCODONE ",8279.000,210.000000000,2185.75,0.00,0.00
FFSU,AK,00406053201,00406,0532,01,2002,1,false,"OXYCODONE ",2326.000,64.000000000,873.16,0.00,0.00
FFSU,AK,00406053205,00406,0532,05,2002,1,false,"OXYCODONE ",2341.000,72.000000000,606.70,0.00,0.00
FFSU,AK,00555027804,00555,0278,04,2002,1,false,OXYCODONE/,428.000,18.000000000,145.18,0.00,0.00
FFSU,AK,00603499721,00603,4997,21,2002,1,false,OXYCODONE/,293.000,12.000000000,127.66,0.00,0.00
FFSU,AK,51285065802,51285,0658,02,2002,1,false,OXYCODONE/,949.000,33.000000000,410.25,0.00,0.00
FFSU,AK,52152016502,52152,0165,02,2002,1,false,"OXYCODONE ",922.000,11.000000000,363.09,0.00,0.00
FFSU,AK,52544073701,52544,0737,01,2002,1,false,OXYCODONE/,459.000,17.000000000,213.58,0.00,0.00
FFSU,AK,52544073705,52544,0737,05,2002,1,false,"OXYCODONE ",1213.000,35.000000000,474.91,0.00,0.00
FFSU,AK,52544074901,52544,0749,01,2002,1,false,OXYCODONE/,11019.000,298.000000000,2828.89,0.00,0.00
FFSU,AK,52544074905,52544,0749,05,2002,1,false,OXYCODONE/,2690.000,65.000000000,598.55,0.00,0.00
FFSU,AK,58177004104,58177,0041,04,2002,1,false,"OXYCODONE ",37715.000,368.000000000,12677.29,0.00,0.00
FFSU,AK,58177031504,58177,0315,04,2002,1,false,"OXYCODONE ",5828.000,67.000000000,2232.49,0.00,0.00
FFSU,AL,00254483228,00254,4832,28,2002,4,false,OXYCODONE/,466.000,18.000000000,178.41,0.00,0.00
FFSU,AL,00406051201,00406,0512,01,2002,4,false,"OXYCODONE ",24505.000,814.000000000,6828.06,0.00,0.00
FFSU,AL,00406051205,00406,0512,05,2002,4,false,"OXYCODONE ",6397.000,228.000000000,1869.99,0.00,0.00
FFSU,AL,00406053201,00406,0532,01,2002,4,false,"OXYCODONE ",28283.000,986.000000000,10640.48,0.00,0.00
FFSU,AL,00406053205,00406,0532,05,2002,4,false,"OXYCODONE ",1057.000,40.000000000,408.69,0.00,0.00
FFSU,AL,00406055401,00406,0554,01,2002,4,false,"OXYCODONE ",4691.000,72.000000000,1049.92,0.00,0.00
FFSU,AL,00555065802,00555,0658,02,2002,4,false,OXYCODONE/,20912.000,758.000000000,8001.73,0.00,0.00
FFSU,AL,00591073701,00591,0737,01,2002,4,false,OXYCODONE/,3495.000,114.000000000,1314.98,0.00,0.00
FFSU,AL,00603499721,00603,4997,21,2002,4,false,OXYCODONE/,7413.000,227.000000000,2650.37,0.00,0.00
FFSU,AL,00603499821,00603,4998,21,2002,4,false,OXYCODONE/,2952.000,103.000000000,850.65,0.00,0.00
FFSU,AL,00603499828,00603,4998,28,2002,4,false,OXYCODONE/,1080.000,35.000000000,294.53,0.00,0.00
FFSU,AL,51285065802,51285,0658,02,2002,4,false,OXYCODONE/,3026.000,114.000000000,1185.02,0.00,0.00
FFSU,AL,52152018702,52152,0187,02,2002,4,false,"OXYCODONE ",974.000,28.000000000,282.29,0.00,0.00
FFSU,AL,52544073701,52544,0737,01,2002,4,false,OXYCODONE/,967.000,26.000000000,342.50,0.00,0.00
FFSU,AL,58177004104,58177,0041,04,2002,4,false,"OXYCODONE ",32048.000,520.000000000,7385.52,0.00,0.00
FFSU,AL,58177031504,58177,0315,04,2002,4,false,"OXYCODONE ",2743.000,53.000000000,920.69,0.00,0.00
FFSU,AL,00406051201,00406,0512,01,2002,3,false,"OXYCODONE ",22680.000,746.000000000,6293.34,0.00,0.00
FFSU,AL,00406051205,00406,0512,05,2002,3,false,"OXYCODONE ",6283.000,215.000000000,1790.63,0.00,0.00
FFSU,AL,00406053201,00406,0532,01,2002,3,false,"OXYCODONE ",28938.000,1005.000000000,10908.97,0.00,0.00
FFSU,AL,00406053205,00406,0532,05,2002,3,false,"OXYCODONE ",1193.000,42.000000000,454.05,0.00,0.00
FFSU,AL,00406055401,00406,0554,01,2002,3,false,"OXYCODONE ",3392.000,53.000000000,757.17,0.00,0.00
FFSU,AL,00555065802,00555,0658,02,2002,3,false,OXYCODONE/,16976.000,615.000000000,6520.96,0.00,0.00
FFSU,AL,00591073701,00591,0737,01,2002,3,false,OXYCODONE/,3254.000,100.000000000,1154.83,0.00,0.00
FFSU,AL,00603499721,00603,4997,21,2002,3,false,OXYCODONE/,7770.000,206.000000000,2616.73,0.00,0.00
